gram_key,brand name,description,corrected spelling,food_type,gram_type,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag1_list,tag2_list,tag3_list,tag4_list,tag5_list
surf turf burrito,,surf and turf burrito,surf and turf burrito,f,3.0,"grain, protein","wheat, red meat, seafood",,"high sodium, saturated fat",,incomplete,3,"['grain', 'protein']","['wheat', 'red meat', 'seafood']",,"['high sodium', 'saturated fat']",
surimi,,fish minced into gelatinous paste,,f,1.0,protein,seafood,fish,,,incomplete,4,['protein'],['seafood'],['fish'],,
sushi,,sushi,,f,1.0,"protein, grain, vegetable","seafood, rice",,,,incompelte,,"['protein', 'grain', 'vegetable']","['seafood', 'rice']",,,
sushi roll,,sushi roll,,f,2.0,"grain, protein","rice, seafood",,,,vague,3,"['grain', 'protein']","['rice', 'seafood']",,,
sweat,,,,stopword,1.0,,,,,,,,,,,,
swede,,"rutabaga, root vege",,f,1.0,vegetable,root,,,,,,['vegetable'],['root'],,,
swedish,,,,modifier,1.0,,,,,,,,,,,,
sweet,,,,modifier,1.0,,,,,,,,,,,,
sweet bread,,,,f,2.0,protein,red meat,,,,,,['protein'],['red meat'],,,
sweet chili sauce,,,,f,3.0,other,sauce,,sauce,,,,['other'],['sauce'],,['sauce'],
sweet corn,,corn,,f,2.0,vegetable,,,,,complete,1,['vegetable'],,,,
sweet leaf sweet drop,,,,b,4.0,,,,,,,,,,,,
sweet n low,,,,f,3.0,other,,,Artificial sweetener,,,,['other'],,,['Artificial sweetener'],
sweet pepper,,pepper,,f,2.0,fruit,berry,,added sugar,,complete,1,['fruit'],['berry'],,['added sugar'],
sweet potato,,sweet potato,,f,2.0,vegetable,root,,,,complete,1,['vegetable'],['root'],,,
sweet potato chip,,,,f,3.0,vegetable,root,,"high sodium, highly processed",,complete,,['vegetable'],['root'],,"['high sodium', 'highly processed']",
sweet potato fry,,sweet potato fry,,f,3.0,vegetable,root,,"high sodium, fried",,incomplete,3,['vegetable'],['root'],,"['high sodium', 'fried']",
sweet sour,,sweet and sour sauce,,f,2.0,other,sauce,,added sugar,sauce,vague,4,['other'],['sauce'],,['added sugar'],['sauce']
sweet sour chicken,,,,f,3.0,"protein, other","poultry, sauce",chicken,added sugar,,,,"['protein', 'other']","['poultry', 'sauce']",['chicken'],['added sugar'],
sweet tea,,sweet tea,sweet tea,b,2.0,tea,,,added sugar,,incomplete,3,['tea'],,,['added sugar'],
sweetcorn,,corn,,f,1.0,vegetable,,,,,complete,1,['vegetable'],,,,
sweetened,,,,modifier,1.0,,,,,,,,,,,,
sweetener,,,,modifier,1.0,,,,,,,,,,,,
swerve,,,,stopword,1.0,,,,,,,,,,,,
swig,,,,modifier,1.0,,,,,,,,,,,,
swirl,,,,modifier,1.0,,,,,,,,,,,,
swiss,,,,modifier,1.0,,,,,,,,,,,,
swiss chard,,swiss chard,,f,2.0,vegetable,leafy,,,,complete,1,['vegetable'],['leafy'],,,
swiss cheese,,cheese,,f,2.0,dairy,cheese,,saturated fat,,complete,3,['dairy'],['cheese'],,['saturated fat'],
swiss sandwich,,swiss sandwich,,f,2.0,"grain, dairy","wheat, cheese",,"saturated fat, high sodium",,vague,4,"['grain', 'dairy']","['wheat', 'cheese']",,"['saturated fat', 'high sodium']",
swordfish,,swordfish,,f,1.0,protein,seafood,fish,,,complete,3,['protein'],['seafood'],['fish'],,
syrup,,syrup,,b,1.0,other,,,"additive, added sugar",,incomplete,,['other'],,,"['additive', 'added sugar']",
szechuan,,,,modifier,1.0,,,,,,,,,,,,
t bone,,,,f,2.0,,,,,,,,,,,,
t bone steak,,,,f,3.0,,,,,,,,,,,,
tab,,,,modifier,1.0,,,,,,,,,,,,
tabasco,,,,f,1.0,,,,,,,,,,,,
tabbouleh,,"finely chopped parsley, with tomatoes, mint, onion, bulgur, and seasoned with olive oil, lemon juice, salt and sweet pepper",,f,1.0,"vegetable, fruit",,,,,complete,3,"['vegetable', 'fruit']",,,,
tablespoon,,,,modifier,1.0,,,,,,,,,,,,
tablet,,,,modifier,1.0,,,,,,,,,,,,
tabouli,,,,f,1.0,,,,,,,,,,,,
taco,,taco,,f,1.0,"grain, protein",,,,,incomplete,,"['grain', 'protein']",,,,
taco bell,,,,modifier,2.0,,,,,,,,,,,,
taco meat,,,,f,2.0,protein,,,,,,,['protein'],,,,
taco salad,,taco salad,,f,2.0,"grain, dairy, vegetable, protein","wheat, cheese, leafy, beef",,,,vague,3,"['grain', 'dairy', 'vegetable', 'protein']","['wheat', 'cheese', 'leafy', 'beef']",,,
taffy,,candy,,f,1.0,dessert/sweet treat,candy,,"added sugar, highly processed",,complete,4,['dessert/sweet treat'],['candy'],,"['added sugar', 'highly processed']",
tagine,,moroccan stew dish,,f,1.0,protein,,,,,incomplete,3,['protein'],,,,
tagliatelle,,tagliatelle,,f,1.0,grain,wheat,,,,complete,1,['grain'],['wheat'],,,
tahini,,tahini,,f,1.0,seed,sesame seed,,unsaturated fat,sauce,complete,,['seed'],['sesame seed'],,['unsaturated fat'],['sauce']
tail,,,,stopword,1.0,,,,,,,,,,,,
tajin,tajin,"chile peppers, lime, and salt",,f,1.0,other,spice,,,seasoning,incomplete,2,['other'],['spice'],,,['seasoning']
take,,,,stopword,1.0,,,,,,,,,,,,
take away,,,,stopword,2.0,,,,,,,,,,,,
take out,,,,stopword,2.0,,,,,,,,,,,,
tall,,,,modifier,1.0,,,,,,,,,,,,
tallow,,beef or mutton fat,,f,1.0,protein,red meat,,saturated fat,,incomplete,2,['protein'],['red meat'],,['saturated fat'],
tamale,,tamale,,f,1.0,"grain, protein",corn,,,,complete,,"['grain', 'protein']",['corn'],,,
tamari,,"seasoning, japanese soy sauce",,f,1.0,other,sauce,,high sodium,,,,['other'],['sauce'],,['high sodium'],
tamarillo,,tamarillo,,f,1.0,fruit,,,,,complete,1,['fruit'],,,,
tamarind,,fruit,,f,1.0,fruit,,,,,,,['fruit'],,,,
tandoori chicken,,,,f,2.0,,,,,,,,,,,,
tangelo,,tangelo,,f,1.0,fruit,,,,,complete,1,['fruit'],,,,
tangerine,,fruit,,f,1.0,fruit,citrus,,,,complete,,['fruit'],['citrus'],,,
tap,,,,modifier,1.0,,,,,,,,,,,,
tap water,,,,w,2.0,,,,,,,,,,,,
tapa,apetizer or snack in spanish cuisine,,,f,1.0,,,,,,,,,,,,
tapatio,tapatio,hot sauce brand,,f,1.0,other,sauce,,,sauce,complete,4,['other'],['sauce'],,,['sauce']
tapenade,,,,f,1.0,,,,,,,,,,,,
tapioca,,starch,,f,1.0,vegetable,root,,,,,,['vegetable'],['root'],,,
taquito,,rolled taco,,f,1.0,"grain, protein",wheat,,,,incomplete,3,"['grain', 'protein']",['wheat'],,,
taro,,taro,,f,1.0,vegetable,root,,,,complete,1,['vegetable'],['root'],,,
taro root,,taro root,,f,2.0,vegetable,root,,,,complete,1,['vegetable'],['root'],,,
tarragon,,tarragon,,f,1.0,other,herb,,,,complete,1,['other'],['herb'],,,
tart,,,,f,1.0,"grain, dessert/sweet treat","wheat, baked good",,saturated fat,,vague,,"['grain', 'dessert/sweet treat']","['wheat', 'baked good']",,['saturated fat'],
tartar,,,,modifier,1.0,,,,,,,,,,,,
tartar sauce,,,,f,2.0,other,sauce,,sauce,,,,['other'],['sauce'],,['sauce'],
tartare,,raw meat,,f,1.0,protein,red meat,beef,,,incomplete,3,['protein'],['red meat'],['beef'],,
tartlet,,mini tart,,f,1.0,dessert/sweet treat,baked good,,"added sugar, saturated fat",,complete,4,['dessert/sweet treat'],['baked good'],,"['added sugar', 'saturated fat']",
tasimo,,,,modifier,1.0,,,,,,,,,,,,
tassimo,,,,modifier,1.0,,,,,,,,,,,,
taste,,,,stopword,1.0,,,,,,,,,,,,
tasty,,,,stopword,1.0,,,,,,,,,,,,
tater,,,,modifier,1.0,,,,,,,,,,,,
tater tot,,tater tot,,f,2.0,vegetable,root,,fried,,complete,4,['vegetable'],['root'],,['fried'],
tator,,,,modifier,1.0,,,,,,,,,,,,
tazo,tazo,tea brand,,b,1.0,tea,,,,,incomplete,1,['tea'],,,,
tbl,,,,stopword,1.0,,,,,,,,,,,,
tblspns,,,tablespoons,modifier,1.0,,,,,,,,,,,,
tblspoo,,,tablespoon,modifier,1.0,,,,,,,,,,,,
tbsp,,,,modifier,1.0,,,,,,,,,,,,
tcm tea,,,,b,2.0,,,,,,,,,,,,
tea,,tea,,b,1.0,tea,,,,,incomplete,,['tea'],,,,
tea spoon,,,teaspoon,modifier,2.0,,,,,,,,,,,,
teabag,,tea bag,,b,1.0,tea,,,,,incomplete,1,['tea'],,,,
teacake,,sweet bun containing dried fruit,,f,1.0,"grain, fruit",wheat,,,,complete,4,"['grain', 'fruit']",['wheat'],,,
team,,,,stopword,1.0,,,,,,,,,,,,
teaspoon,,,,modifier,1.0,,,,,,,,,,,,
teddy graham,teddy grahams,honey graham snacks,,f,2.0,"dessert/sweet treat, grain",wheat,,"added sugar, highly processed",,complete,4,"['dessert/sweet treat', 'grain']",['wheat'],,"['added sugar', 'highly processed']",
teeccino,teeccino,,,modifier,1.0,,,,,,,,,,,,
teff,,teff,,f,1.0,seed,,,,,complete,1,['seed'],,,,
teh,,,,b,1.0,,,,,,,,,,,,
tehini,,thick middle eastern paste made from ground sesame seeds,,f,1.0,seed,,,,paste,complete,3,['seed'],,,,['paste']
tellicherry,,,,modifier,1.0,,,,,,,,,,,,
tempeh,,tempeh,,f,1.0,protein,legume,bean,,,complete,,['protein'],['legume'],['bean'],,
tempura,,,,f,1.0,,,,,,,,,,,,
ten,,,,modifier,1.0,,,,,,,,,,,,
tender,,,,modifier,1.0,,,,,,,,,,,,
tenderloin,,,,f,1.0,protein,,,,,vague,,['protein'],,,,
tenderstem,,broccoli,,f,1.0,vegetable,,,,,complete,1,['vegetable'],,,,
tequila,,tequila,,b,1.0,alcohol,liquor,straight,fermented,,complete,,['alcohol'],['liquor'],['straight'],['fermented'],
teriyaki,,,,modifier,1.0,,,,,,,,,,,,
teriyaki chicken,,teriyaki chicken,,f,2.0,protein,poultry,chicken,"added sugar, high sodium",,complete,3,['protein'],['poultry'],['chicken'],"['added sugar', 'high sodium']",
terra,terra,,,modifier,1.0,,,,,,,,,,,,
terrine,,"meat, fish, or vegetable mixture cooked and cooled (like pate)",,f,1.0,,,,,,vague,3,,,,,
tesco soy,tesco,soy milk,,b,2.0,dairy alternative,soy,,,,complete,4,['dairy alternative'],['soy'],,,
tessemaes caesar,tessemae's,caesar salad dressing,,f,2.0,dairy,"mayo, cheese",,"saturated fat, high sodium",,complete,3,['dairy'],"['mayo', 'cheese']",,"['saturated fat', 'high sodium']",
test,,,,stopword,1.0,,,,,,,,,,,,
tetley,tetley tea,a tea company,,modifier,1.0,,,,,,,,,,,,
tex mexican,,,,modifier,2.0,,,,,,,,,,,,
thai,,,,modifier,1.0,,,,,,,,,,,,
thai food,,,,f,2.0,,,,,,,,,,,,
thali,,round platter,,stopword,1.0,,,,,,,,,,,,
thanksgiving,,,,stopword,1.0,,,,,,,,,,,,
thc,,,,stopword,1.0,,,,,,,,,,,,
thc edible,,,,selfcare,2.0,,,,,,,,,,,,
thick,,,,stopword,1.0,,,,,,,,,,,,
thick,,,,modifier,1.0,,,,,,,,,,,,
thick cut,,,,modifier,2.0,,,,,,,,,,,,
thickened,,,,modifier,1.0,,,,,,,,,,,,
thin,,,,modifier,1.0,,,,,,,,,,,,
thing,,,,stopword,1.0,,,,,,,,,,,,
think thin bar,,,,f,3.0,,,,,,,,,,,,
think thin high protein bar,,,,f,5.0,,,,,,,,,,,,
think thin protein bar,,,,f,4.0,,,,,,,,,,,,
third,,,,modifier,1.0,,,,,,,,,,,,
thorne,,,,modifier,1.0,,,,,,,,,,,,
thorne protein,thorne,protein powder,,b,2.0,protein,protein powder,,,supplement,incomplete,4,['protein'],['protein powder'],,,['supplement']
thorne protein powder,thorne,protein powder,,b,3.0,protein,protein powder,,,supplement,incomplete,4,['protein'],['protein powder'],,,['supplement']
thousand island dressing,,,,f,3.0,,,,,,,,,,,,
three,,,,modifier,1.0,,,,,,,,,,,,
thyme,,herb,,f,1.0,other,spice,,,,complete,1,['other'],['spice'],,,
tiffin,,"indian english word for ""meal""",,f,1.0,,,,,,vague,v,,,,,
tiger,,,,stopword,1.0,,,,,,,,,,,,
tigernut,,small root vegetable,,f,1.0,vegetable,root,,,,complete,1,['vegetable'],['root'],,,
tika,,,,modifier,1.0,,,,,,,,,,,,
tiki,,,,stopword,1.0,,,,,,,,,,,,
tilapia,,tilapia,tilapia,f,1.0,protein,seafood,fish,,,complete,,['protein'],['seafood'],['fish'],,
tillamook,tillamook,,,modifier,1.0,,,,,,,,,,,,
tim hortons,tim hortons,,,modifier,2.0,,,,,,,,,,,,
tim tam,,australian chocolate biscuit,,f,2.0,"dessert/sweet treat, grain","chocolate, wheat",,"added sugar, highly processed",,complete,4,"['dessert/sweet treat', 'grain']","['chocolate', 'wheat']",,"['added sugar', 'highly processed']",
time,,,,stopword,1.0,,,,,,,,,,,,
time release,,,,modifier,2.0,,,,,,,,,,,,
tinned,,,,modifier,1.0,,,,,,,,,,,,
tiny,,,,modifier,1.0,,,,,,,,,,,,
tiny bit,,,,modifier,2.0,,,,,,,,,,,,
tiramisu,,sweet,,f,1.0,"dairy, dessert/sweet treat","wheat, cream, butter",,"saturated fat, added sugar",,,,"['dairy', 'dessert/sweet treat']","['wheat', 'cream', 'butter']",,"['saturated fat', 'added sugar']",
tisane,,herbal tea,,b,1.0,tea,herbal,,,,incomplete,1,['tea'],['herbal'],,,
tito,tito's,vodka,tito's vodka,b,1.0,alcohol,liquor,,fermented,,complete,4,['alcohol'],['liquor'],,['fermented'],
tj,,,,modifier,1.0,,,,,,,,,,,,
toad hole,,egg or sausage in the middle of bread,,f,2.0,"grain, protein",wheat,,,,incomplete,4,"['grain', 'protein']",['wheat'],,,
toast,,toast,,f,1.0,grain,wheat,,,,complete,,['grain'],['wheat'],,,
toast butter,,toast butter,,f,2.0,"grain, dairy","wheat, butter",,"saturated fat, high sodium",,complete,3,"['grain', 'dairy']","['wheat', 'butter']",,"['saturated fat', 'high sodium']",
toast cheese,,toast with cheese,toast with cheese,f,2.0,"grain, dairy","wheat, cheese",,saturated,,complete,4,"['grain', 'dairy']","['wheat', 'cheese']",,['saturated'],
toast egg,,toast with egg,toast with egg,f,2.0,"grain, protein","wheat, egg",,saturated,,complete,4,"['grain', 'protein']","['wheat', 'egg']",,['saturated'],
toast jam,,toast with jam,toast with jam,f,2.0,"grain, fruit","berry, wheat",,"added sugars, high sodium",,complete,4,"['grain', 'fruit']","['berry', 'wheat']",,"['added sugars', 'high sodium']",
toast peanut butter,,toast with peanut butter,,f,3.0,"grain, nut","wheat, peanut",,unsaturated fat,,complete,4,"['grain', 'nut']","['wheat', 'peanut']",,['unsaturated fat'],
toasted,,,,modifier,1.0,,,,,,,,,,,,
toasted sesame dressing,,toasted sesame dressing,,f,3.0,other,,,,dressing,incomplete,3,['other'],,,,['dressing']
toaster,,,,stopword,1.0,,,,,,,,,,,,
toaster strudel,toaster strudel,toaster strudel,,f,2.0,dessert/sweet treat,,,"added sugar, highly processed",,complete,4,['dessert/sweet treat'],,,"['added sugar', 'highly processed']",
toastie,,,,f,1.0,,,,,,,,,,,,
toasty,,,,modifier,1.0,,,,,,,,,,,,
toblerone,toblerone,chocolate bar with honey and almond nougat,,f,1.0,dessert/sweet treat,chocolate,,"added sugar, saturated fat",,incomplete,4,['dessert/sweet treat'],['chocolate'],,"['added sugar', 'saturated fat']",
tocino,,filipino dish,,f,1.0,protein,,,,,incomplete,3,['protein'],,,,
today,,,,stopword,1.0,,,,,,,,,,,,
toffee,,toffee,toffee,f,1.0,"dessert/sweet treat, dairy","butter, candy",,added sugars,,complete,,"['dessert/sweet treat', 'dairy']","['butter', 'candy']",,['added sugars'],
toffee pudding,,,,f,2.0,,,,,,,,,,,,
toffuti,toffuti,dairy-free products,,modifier,1.0,,,,,,,,,,,,
tofu,,tofu,,f,1.0,protein,legume,bean,,,complete,,['protein'],['legume'],['bean'],,
tofurky,tofurky,plant-based protein,,f,1.0,"protein, grain","legume, wheat",bean,,,incomplete,4,"['protein', 'grain']","['legume', 'wheat']",['bean'],,
tofutti,tofutti,"soy-based, dairy free products",,modifier,1.0,,,,,,,,,,,,
tomatillo,,,,f,1.0,,,,,,,,,,,,
tomato,,tomato,,f,1.0,fruit,,,,,complete,,['fruit'],,,,
tomato juice,,,,b,2.0,juice/smoothie,vegetable,,,,,,['juice/smoothie'],['vegetable'],,,
tomato sauce,,tomato sauce,,f,2.0,"fruit, other",,,"added sugar, unsaturated fat ",sauce,complete,3,"['fruit', 'other']",,,"['added sugar', 'unsaturated fat ']",['sauce']
tomato soup,,tomato soup,,f,2.0,fruit,,,high sodium,,incomplete,3,['fruit'],,,['high sodium'],
ton,,,,modifier,1.0,,,,,,,,,,,,
tongue,,,,stopword,1.0,,,,,,,,,,,,
tonic,,tonic,,w,1.0,sparkling water,flavored carbonated water,,"added sugar, fermented",,complete,,['sparkling water'],['flavored carbonated water'],,"['added sugar', 'fermented']",
tonic water,,tonic water,,b,2.0,sparkling water,flavored carbonated water,,"added sugar, fermented",,complete,4,['sparkling water'],['flavored carbonated water'],,"['added sugar', 'fermented']",
tonkatsu,,ramen,,f,1.0,"grain, protein","wheat, pork",,"high sodium, saturated fat, fried",,complete,3,"['grain', 'protein']","['wheat', 'pork']",,"['high sodium', 'saturated fat', 'fried']",
tootsie,tootsie,chocolate-flavored taffy-like candy,tootsie roll,f,1.0,dessert/sweet treat,"candy, chocolate",,added sugar,,incomplete,4,['dessert/sweet treat'],"['candy', 'chocolate']",,['added sugar'],
top,,,,modifier,1.0,,,,,,,,,,,,
topo chico,topo chico,sparkling water brand,,b,2.0,sparkling water,plain mineral water,,,,complete,4,['sparkling water'],['plain mineral water'],,,
topper,,,,stopword,1.0,,,,,,,,,,,,
topping,,,,stopword,1.0,,,,,,,,,,,,
torrani,torani,drink syrups,torani,b,1.0,other,syrup,,"additive, added sugar",,complete,4,['other'],['syrup'],,"['additive', 'added sugar']",
torta,,meat and toppings on a tortilla,,f,1.0,"protein, grain, vegetable, fruit, dairy","wheat, cheese, leafy",,saturated fat,,complete,3,"['protein', 'grain', 'vegetable', 'fruit', 'dairy']","['wheat', 'cheese', 'leafy']",,['saturated fat'],
torte,,cake,,f,1.0,dessert/sweet treat,baked good,,"added sugar, saturated fat",,complete,4,['dessert/sweet treat'],['baked good'],,"['added sugar', 'saturated fat']",
tortellini,,tortellini pasta,,f,1.0,grain,wheat,,,,complete,,['grain'],['wheat'],,,
tortilla,,tortilla,,f,1.0,grain,wheat,,,,complete,,['grain'],['wheat'],,,
tortilla chip,,tortilla chip,,f,2.0,grain,corn,,"high sodium, highly processed",,complete,4,['grain'],['corn'],,"['high sodium', 'highly processed']",
tortilla chip salsa,,tortilla chips and salsa,,f,3.0,"grain, fruit",corn,,"high sodium, highly processed",,incomplete,4,"['grain', 'fruit']",['corn'],,"['high sodium', 'highly processed']",
tortilla soup,,tortilla soup,,f,2.0,"grain, protein, vegetable","corn, legume",bean,high sodium,,incomplete,3,"['grain', 'protein', 'vegetable']","['corn', 'legume']",['bean'],['high sodium'],
tossed salad,,"vege, salad",,f,2.0,vegetable,leafy,,,,,,['vegetable'],['leafy'],,,
tostada,,tostada,,f,1.0,grain,corn,,fried,,vague,,['grain'],['corn'],,['fried'],
tostitos,,,,f,1.0,,,,,,,,,,,,
tostones,,"slices of unripe plantains, fried, flattened, then fried again",,f,1.0,fruit,,,"fried, saturated fat",,complete,3,['fruit'],,,"['fried', 'saturated fat']",
tot,,,tater tot,f,1.0,vegetable,,,"highly processed, saturated fat, sodium, fried",,complete,,['vegetable'],,,"['highly processed', 'saturated fat', 'sodium', 'fried']",
total,,,,stopword,1.0,,,,,,,,,,,,
trader joe,trader joe's,,,modifier,2.0,,,,,,,,,,,,
trail,,,,stopword,1.0,,,,,,,,,,,,
trail mix,,trail mix,,f,2.0,"nut, fruit",dried fruit,,,,incomplete,v,"['nut', 'fruit']",['dried fruit'],,,
travel,,,,stopword,1.0,,,,,,,,,,,,
tray,,,,modifier,1.0,,,,,,,,,,,,
trek,trek,,,modifier,1.0,,,,,,,,,,,,
treo,,,,w,1.0,,,,,,,,,,,,
tres leches,,sponge cake,tres leches,f,2.0,dessert/sweet treat,baked good,,"added sugar, saturated fat",,complete,4,['dessert/sweet treat'],['baked good'],,"['added sugar', 'saturated fat']",
tri tip,,tri tip,,f,2.0,protein,red meat,beef,saturated fat,,complete,3,['protein'],['red meat'],['beef'],['saturated fat'],
tri tip salad,,tri tip salad,,f,3.0,"protein, vegetable","red meat, leafy",beef,saturated fat,,incomplete,3,"['protein', 'vegetable']","['red meat', 'leafy']",['beef'],['saturated fat'],
tri tip sandwich,,tri tip sandwich,,f,3.0,"grain, protein","wheat, red meat",beef,"saturated fat, high sodium",,complete,4,"['grain', 'protein']","['wheat', 'red meat']",['beef'],"['saturated fat', 'high sodium']",
triangle,,,,stopword,1.0,,,,,,,,,,,,
tried,,,,stopword,1.0,,,,,,,,,,,,
trifle,,,,f,1.0,,,,,,,,,,,,
tripe,,beef stomach,,f,1.0,protein,red meat,beef,,,complete,3,['protein'],['red meat'],['beef'],,
triphala,,,,f,1.0,,,,,,,,,,,,
triple,,,,modifier,1.0,,,,,,,,,,,,
triscuit,,,,f,1.0,,,,,,,,,,,,
triscuits,,whole wheat wafer crackers,,f,1.0,grain,wheat,,highly processed,,,4,['grain'],['wheat'],,['highly processed'],
tropical,,,,modifier,1.0,,,,,,,,,,,,
trout,,trout,,f,1.0,protein,seafood,fish,,,complete,,['protein'],['seafood'],['fish'],,
true lemon,,,,b,2.0,,,,,,,,,,,,
true lime,,,,b,2.0,,,,,,,,,,,,
truffle,,truffle,truffle,f,1.0,fruit,,,,,incomplete,,['fruit'],,,,
truly,truly,flavored hard seltzer,,b,1.0,"alcohol, sparkling water",liquor,,"artifical sweetener, fermented",,incomplete,4,"['alcohol', 'sparkling water']",['liquor'],,"['artifical sweetener', 'fermented']",
truvia,,,,b,1.0,,,,,,,,,,,,
tsp,,,,modifier,1.0,,,,,,,,,,,,
tsukemono,,,,f,1.0,,,,,,,,,,,,
tub,,,,modifier,1.0,,,,,,,,,,,,
tulsi,,holy basil,,f,1.0,other,herb,,,,complete,1,['other'],['herb'],,,
tuna,,tuna,,f,1.0,protein,seafood,fish,,,complete,,['protein'],['seafood'],['fish'],,
tuna fish,,,,f,2.0,protein,seafood,fish,,,complete,,['protein'],['seafood'],['fish'],,
tuna melt,,tuna sandwich,,f,2.0,"grain, protein, dairy","wheat, seafood, mayo",fish,,,,,"['grain', 'protein', 'dairy']","['wheat', 'seafood', 'mayo']",['fish'],,
tuna salad,,tuna salad,,f,2.0,"protein, dairy","seafood, mayo",fish,,,incomplete,4,"['protein', 'dairy']","['seafood', 'mayo']",['fish'],,
tuna salad sandwich,,tuna salad sandwich,,f,3.0,"grain, protein, dairy","wheat, seafood, mayo",fish,high sodium,,incomplete,4,"['grain', 'protein', 'dairy']","['wheat', 'seafood', 'mayo']",['fish'],['high sodium'],
tuna sandwich,,tuna sandwich,,f,2.0,"grain, protein, dairy","wheat, seafood, mayo",fish,,,complete,4,"['grain', 'protein', 'dairy']","['wheat', 'seafood', 'mayo']",['fish'],,
turkey,,turkey,,f,1.0,protein,poultry,turkey,,,complete,,['protein'],['poultry'],['turkey'],,
turkey avocado sandwich,,turkey avocado sandwich,,f,3.0,"grain, protein, fruit","wheat, poultry, stone fruit",turkey,"unsaturated fat, high sodium",,incomplete,4,"['grain', 'protein', 'fruit']","['wheat', 'poultry', 'stone fruit']",['turkey'],"['unsaturated fat', 'high sodium']",
turkey bacon,,turkey bacon,,f,2.0,protein,poultry,turkey,,,complete,4,['protein'],['poultry'],['turkey'],,
turkey breast,,turkey,,f,2.0,protein,poultry,turkey,,,complete,3,['protein'],['poultry'],['turkey'],,
turkey breast sandwich,,turkey breast sandwich,,f,3.0,"grain, protein","wheat, poultry",turkey,high sodium,,incomplete,4,"['grain', 'protein']","['wheat', 'poultry']",['turkey'],['high sodium'],
turkey burger,,turkey burger,,f,2.0,protein,poultry,turkey,,,incomplete,3,['protein'],['poultry'],['turkey'],,
turkey cheese sandwich,,turkey cheese sandwich,,f,3.0,"grain, protein, dairy","wheat, poultry, cheese",turkey,"high sodium, saturated fat",,incomplete,4,"['grain', 'protein', 'dairy']","['wheat', 'poultry', 'cheese']",['turkey'],"['high sodium', 'saturated fat']",
